chr	start	end	probeID	score	strand	targetENSG	targetHGNC	targetEntrez	targetBiotype	targetENSName
chr9	4706121	4706171	ILMN_1764185	37	+	ENSG00000106993	CDC37L1	55664	protein_coding	CDC37L1
chr9	4711225	4711275	ILMN_1778173	37	-	ENSG00000147853	AK3	50808	protein_coding	AK3
chr9	4850307	4850357	ILMN_3308946	37	+	ENSG00000199065	MIR101-2	406894	miRNA	MIR101-2
chr9	4860647	4860697	ILMN_1813766	37	+	ENSG00000120158	RCL1	10171	protein_coding	RCL1
chr9	5127646	5127696	ILMN_1683178	37	+	ENSG00000096968	JAK2	3717	protein_coding	JAK2
chr9	5185342	5185392	ILMN_2081673	37	-	ENSG00000120210	INSL6	11172	protein_coding	INSL6
chr9	5185366	5185416	ILMN_1724254	37	-	ENSG00000120210	INSL6	11172	protein_coding	INSL6
chr9	5231595	5231645	ILMN_1720540	37	+	ENSG00000120211	INSL4	3641	protein_coding	INSL4
chr9	5300216	5300266	ILMN_1744887	37	-	ENSG00000107014	RLN2	6019	protein_coding	RLN2
chr9	5335277	5335327	ILMN_1796775	37	-	ENSG00000107018	RLN1	6013	protein_coding	RLN1
chr9	5468105	5468155	ILMN_1701914	37	+	ENSG00000120217	CD274	29126	protein_coding	CD274
chr9	5774057	5774107	ILMN_1689965	37	+	ENSG00000107036	KIAA1432	57589	protein_coding	KIAA1432
chr9	5784683	5784733	ILMN_1751425	37	-	ENSG00000099219	ERMP1	79956	protein_coding	ERMP1
chr9	5909744	5909794	ILMN_1710217	37	+	ENSG00000120215	MLANA	2315	protein_coding	MLANA
chr9	5919700	5919750	ILMN_2106227	37	-	ENSG00000183354	KIAA2026	158358	protein_coding	KIAA2026
chr9	6007317	6007367	ILMN_1674486	37	-	ENSG00000183354	KIAA2026	158358	protein_coding	KIAA2026
chr9	6011426	6011476	ILMN_2177732	37	-	ENSG00000137040	RANBP6	26953	protein_coding	RANBP6
chr9	6011771	6011821	ILMN_1780842	37	-	ENSG00000137040	RANBP6	26953	protein_coding	RANBP6
chr9	6257131	6257181	ILMN_1809099	37	+	ENSG00000137033	IL33	90865	protein_coding	IL33
chr9	6257717	6257767	ILMN_2052924	37	+	ENSG00000137033	IL33	90865	protein_coding	IL33
chr9	6328639	6328689	ILMN_1696867	37	+	ENSG00000170777	TPD52L3	89882	protein_coding	TPD52L3
chr9	6330002	6330052	ILMN_1673190	37	+	ENSG00000170777	TPD52L3	89882	protein_coding	TPD52L3
chr9	6331700	6331750	ILMN_1738395	37	+	ENSG00000170777	TPD52L3	89882	protein_coding	TPD52L3
chr9	6506242	6506292	ILMN_1691444	37	+	ENSG00000147854	UHRF2	115426	protein_coding	UHRF2
chr9	6532772	6532822	ILMN_1806754	37	-	ENSG00000178445	GLDC	2731	protein_coding	GLDC
chr9	8314528	8314578	ILMN_2315789	37	-	ENSG00000153707	PTPRD	5789	protein_coding	PTPRD
chr9	8317796	8317846	ILMN_1705253	37	-	ENSG00000153707	PTPRD	5789	protein_coding	PTPRD
chr9	12709928	12709978	ILMN_2054652	37	+	ENSG00000107165	TYRP1	7306	protein_coding	TYRP1
chr9	12972887	12972937	ILMN_2366391	37	-	ENSG00000117450	PRDX1	5052	protein_coding	PRDX1
chr9	13106890	13106940	ILMN_1707649	37	-	ENSG00000107186	MPDZ	8777	protein_coding	MPDZ
chr9	14081901	14081951	ILMN_1848552	37	-	ENSG00000147862	NA		protein_coding	NFIB
chr9	14087770	14087820	ILMN_1778991	37	-	ENSG00000147862	NFIB	4781	protein_coding	NFIB
chr9	14617136	14617186	ILMN_1715526	37	-	ENSG00000175893	ZDHHC21	340481	protein_coding	ZDHHC21
chr9	14720134	14720184	ILMN_2115143	37	-	ENSG00000147869	CER1	9350	protein_coding	CER1
chr9	14720237	14720287	ILMN_1690192	37	-	ENSG00000147869	CER1	9350	protein_coding	CER1
chr9	14737519	14737569	ILMN_1715452	37	-	ENSG00000164946	FREM1	158326	protein_coding	FREM1
chr9	15172037	15172087	ILMN_1769290	37	-	ENSG00000155158	TTC39B	158219	protein_coding	TTC39B
chr9	15461209	15461259	ILMN_2224300	37	+	ENSG00000164975	SNAPC3	6619	protein_coding	SNAPC3
chr9	15462313	15462363	ILMN_1803611	37	+	ENSG00000164975	SNAPC3	6619	protein_coding	SNAPC3
chr9	15464348	15464398	ILMN_1788701	37	-	ENSG00000164985	PSIP1	11168	protein_coding	PSIP1
chr9	15472645	15472695	ILMN_1679319	37	-	ENSG00000164985	PSIP1	11168	protein_coding	PSIP1
chr9	16416696	16416746	ILMN_1656373	37	-	ENSG00000173068	BNC2	54796	protein_coding	BNC2
chr9	17503544	17503594	ILMN_1684754	37	+	ENSG00000044459	CNTLN	54875	protein_coding	CNTLN
chr9	17796996	17797046	ILMN_1661491	37	+	ENSG00000107295	SH3GL2	6456	protein_coding	SH3GL2
chr9	18680438	18680488	ILMN_1722621	37	+	ENSG00000178031	ADAMTSL1	92949	protein_coding	ADAMTSL1
chr9	18681138	18681188	ILMN_1706992	37	+	ENSG00000178031	ADAMTSL1	92949	protein_coding	ADAMTSL1
chr9	18684853	18684903	ILMN_1705250	37	+	ENSG00000178031	ADAMTSL1	92949	protein_coding	ADAMTSL1
chr9	18910002	18910052	ILMN_1727084	37	+	ENSG00000178031	ADAMTSL1	92949	protein_coding	ADAMTSL1
chr9	18928152	18928202	ILMN_1764959	37	-	ENSG00000155875	FAM154A	158297	protein_coding	FAM154A
chr9	19050691	19050741	ILMN_1783709	37	+	ENSG00000155876	RRAGA	10670	protein_coding	RRAGA
chr9	19063694	19063744	ILMN_3247159	37	-	ENSG00000251733	SCARNA8	677776	snoRNA	SCARNA8
chr9	19116194	19116244	ILMN_2138765	37	-	ENSG00000147872	PLIN2	123	protein_coding	PLIN2
chr9	19116260	19116310	ILMN_1801077	37	-	ENSG00000147872	PLIN2	123	protein_coding	PLIN2
chr9	19372768	19372818	ILMN_1669599	37	+	ENSG00000137145	DENND4C	55667	protein_coding	DENND4C
chr9	19373675	19373725	ILMN_3251436	37	+	ENSG00000137145	DENND4C	55667	protein_coding	DENND4C
chr9	19378416	19378466	ILMN_1808939	37	-	ENSG00000137154	RPS6	6194	protein_coding	RPS6
chr9	19451892	19451942	ILMN_1761000	37	+	ENSG00000177076	ACER2	340485	protein_coding	ACER2
chr9	19452179	19452229	ILMN_3235340	37	+	ENSG00000177076	ACER2	340485	protein_coding	ACER2
chr9	19516194	19516244	ILMN_1711826	37	-	ENSG00000155886	SLC24A2	25769	protein_coding	SLC24A2
chr9	20345152	20345202	ILMN_1812473	37	-	ENSG00000171843	MLLT3	4300	protein_coding	MLLT3
chr9	20716132	20716182	ILMN_3310261	37	+	ENSG00000207609	MIR491	574444	miRNA	MIR491
chr9	21077272	21077322	ILMN_1682245	37	-	ENSG00000171855	IFNB1	3456	protein_coding	IFNB1
chr9	21141117	21141167	ILMN_2176225	37	-	ENSG00000177047	IFNW1	3467	protein_coding	IFNW1
chr9	21141131	21141181	ILMN_1781057	37	-	ENSG00000177047	IFNW1	3467	protein_coding	IFNW1
chr9	21165952	21166002	ILMN_1675192	37	-	ENSG00000137080	IFNA21	3452	protein_coding	IFNA21
chr9	21202153	21202203	ILMN_1776023	37	-	ENSG00000214042	IFNA7	3444	protein_coding	IFNA7
chr9	21206318	21206368	ILMN_1769988	37	-	ENSG00000186803	IFNA10	3446	protein_coding	IFNA10
chr9	21216528	21216578	ILMN_1733136	37	-	ENSG00000147885	IFNA16	3449	protein_coding	IFNA16
chr9	21239823	21239873	ILMN_1742328	37	-	ENSG00000228083	IFNA14	3448	protein_coding	IFNA14
chr9	21304845	21304895	ILMN_1660195	37	-	ENSG00000147873	IFNA5	3442	protein_coding	IFNA5
chr9	21331364	21331414	ILMN_1664466	37	-	ENSG00000198642	KLHL9	55958	protein_coding	KLHL9
chr9	21350552	21350602	ILMN_1684538	37	-	ENSG00000120235	IFNA6	3443	protein_coding	IFNA6
chr9	21384559	21384609	ILMN_1698186	37	-	ENSG00000188379	IFNA2	3440	protein_coding	IFNA2
chr9	21395078	21395128	ILMN_1895504	37	-	ENSG00000261696	NA		lincRNA	RP11-354P17.15
chr9	21409786	21409836	ILMN_2110561	37	+	ENSG00000120242	IFNA8	3445	protein_coding	IFNA8
chr9	21441254	21441304	ILMN_1688663	37	+	ENSG00000197919	IFNA1	3439	protein_coding	IFNA1
chr9	21481042	21481092	ILMN_3245702	37	-	ENSG00000184995	IFNE	338376	protein_coding	IFNE
chr9	21512118	21512168	ILMN_3308078	37	-	ENSG00000199177	MIR31	407035	miRNA	MIR31
chr9	21865692	21865742	ILMN_1753639	37	+	ENSG00000099810	MTAP	4507	protein_coding	MTAP
chr9	21968107	21968157	ILMN_1717714	37	-	ENSG00000147889	CDKN2A	1029	protein_coding	CDKN2A
chr9	21974442	21974492	ILMN_1757255	37	-	ENSG00000147889	CDKN2A	1029	protein_coding	CDKN2A
chr9	21994146	21994196	ILMN_1744295	37	-	ENSG00000147889	CDKN2A	1029	protein_coding	CDKN2A
chr9	22003136	22003186	ILMN_2376723	37	-	ENSG00000147883	CDKN2B	1030	protein_coding	CDKN2B
chr9	22003923	22003973	ILMN_1723198	37	-	ENSG00000147883	CDKN2B	1030	protein_coding	CDKN2B
chr9	22008693	22008743	ILMN_1670111	37	-	ENSG00000147883	CDKN2B	1030	protein_coding	CDKN2B
chr9	22451722	22451772	ILMN_1655521	37	+	ENSG00000176399	DMRTA1	63951	protein_coding	DMRTA1
chr9	22747876	22747926	ILMN_1671250	37	+	ENSG00000169504	CLIC4	25932	protein_coding	CLIC4
chr9	23692739	23692789	ILMN_1769369	37	-	ENSG00000107105	ELAVL2	1993	protein_coding	ELAVL2
chr9	25677385	25677435	ILMN_1707350	37	-	ENSG00000198680	TUSC1	286319	protein_coding	TUSC1
chr9	26905489	26905539	ILMN_1810387	37	-	ENSG00000137055	PLAA	9373	protein_coding	PLAA
chr9	26946926	26946976	ILMN_1769822	37	-	ENSG00000137055	PLAA	9373	protein_coding	PLAA
chr9	27062740	27062790	ILMN_1777449	37	+	ENSG00000096872	IFT74	80173	protein_coding	IFT74
chr9	27229800	27229850	ILMN_2066151	37	+	ENSG00000120156	TEK	7010	protein_coding	TEK
chr9	27524867	27524917	ILMN_1676704	37	+	ENSG00000147896	IFNK	56832	protein_coding	IFNK
chr9	27546906	27546956	ILMN_2295252	37	-	ENSG00000147894	C9orf72	203228	protein_coding	C9orf72
chr9	27547109	27547159	ILMN_1741881	37	-	ENSG00000147894	C9orf72	203228	protein_coding	C9orf72
chr9	27560701	27560751	ILMN_2296677	37	-	ENSG00000147894	C9orf72	203228	protein_coding	C9orf72
chr9	27567073	27567123	ILMN_1666742	37	-	ENSG00000147894	C9orf72	203228	protein_coding	C9orf72
chr9	27948625	27948675	ILMN_1695978	37	-	ENSG00000174482	LINGO2	158038	protein_coding	LINGO2
chr9	28863648	28863698	ILMN_3310005	37	-	ENSG00000215966	MIR876	100126310	miRNA	MIR876
chr9	28888879	28888929	ILMN_3310735	37	-	ENSG00000215939	MIR873	100126316	miRNA	MIR873
chr9	30558892	30558942	ILMN_1750876	37	-	ENSG00000163798	SLC4A1AP	22950	protein_coding	SLC4A1AP
chr9	31371904	31371954	ILMN_1856031	37	-	ENSG00000260720	NA		lincRNA	RP11-271O3.1
chr9	32450620	32450670	ILMN_1750800	37	+	ENSG00000122729	ACO1	48	protein_coding	ACO1
chr9	32455895	32455945	ILMN_1797001	37	-	ENSG00000107201	DDX58	23586	protein_coding	DDX58
chr9	32540970	32541020	ILMN_2122669	37	-	ENSG00000197579	TOPORS	10210	protein_coding	TOPORS
chr9	32541449	32541499	ILMN_1749218	37	-	ENSG00000197579	TOPORS	10210	protein_coding	TOPORS
chr9	32572920	32572970	ILMN_2369924	37	-	ENSG00000165264	NDUFB6	4712	protein_coding	NDUFB6
chr9	32572968	32573018	ILMN_1763147	37	-	ENSG00000165264	NDUFB6	4712	protein_coding	NDUFB6
chr9	32629556	32629606	ILMN_1799939	37	-	ENSG00000122728	TAF1L	138474	protein_coding	TAF1L
chr9	32788708	32788758	ILMN_3245370	37	+	ENSG00000188133	TMEM215	401498	protein_coding	TMEM215
chr9	32972784	32972834	ILMN_2317348	37	-	ENSG00000137074	APTX	54840	protein_coding	APTX
chr9	32972844	32972894	ILMN_1726752	37	-	ENSG00000137074	APTX	54840	protein_coding	APTX
chr9	32989914	32989964	ILMN_2260058	37	-	ENSG00000137074	APTX	54840	protein_coding	APTX
chr9	33048185	33048235	ILMN_1764803	37	-	ENSG00000122692	SMU1	55234	protein_coding	SMU1
chr9	33246671	33246721	ILMN_1681263	37	+	ENSG00000122711	SPINK4	27290	protein_coding	SPINK4
chr9	33253075	33253125	ILMN_1733970	37	-	ENSG00000107262	BAG1	573	protein_coding	BAG1
chr9	33265056	33265106	ILMN_2094166	37	+	ENSG00000086065	CHMP5	51510	protein_coding	CHMP5
chr9	33278136	33278186	ILMN_1732534	37	+	ENSG00000086065	CHMP5	51510	protein_coding	CHMP5
chr9	33281296	33281346	ILMN_3251545	37	+	ENSG00000086065	CHMP5	51510	protein_coding	CHMP5
chr9	33344134	33344184	ILMN_1698402	37	+	ENSG00000086102	NFX1	4799	protein_coding	NFX1
chr9	33348609	33348659	ILMN_1804610	37	+	ENSG00000086102	NFX1	4799	protein_coding	NFX1
chr9	33364773	33364823	ILMN_1795025	37	+	ENSG00000086102	NFX1	4799	protein_coding	NFX1
chr9	33371058	33371108	ILMN_1744959	37	+	ENSG00000086102	NFX1	4799	protein_coding	NFX1
chr9	33385063	33385113	ILMN_1738494	37	-	ENSG00000165269	AQP7	364	protein_coding	AQP7
chr9	33441447	33441497	ILMN_1651574	37	-	ENSG00000165272	AQP3	360	protein_coding	AQP3
chr9	33461474	33461524	ILMN_2320250	37	-	ENSG00000165271	NOL6	65083	protein_coding	NOL6
chr9	33463374	33463424	ILMN_1665442	37	-	ENSG00000165271	NOL6	65083	protein_coding	NOL6
chr9	33673653	33673703	ILMN_3240160	37	-	ENSG00000237984	PTENP1	11191	pseudogene	PTENP1
chr9	33920058	33920108	ILMN_1675721	37	+	ENSG00000107341	UBE2R2	54926	protein_coding	UBE2R2
chr9	33922375	33922425	ILMN_1716157	37	-	ENSG00000137073	UBAP2	55833	protein_coding	UBAP2
chr9	33952771	33952821	ILMN_3246715	37	-	ENSG00000238886	SNORD121A	100113379	snoRNA	SNORD121A
chr9	34252136	34252186	ILMN_1807596	37	+	ENSG00000165006	UBAP1	51271	protein_coding	UBAP1
chr9	34252736	34252786	ILMN_1694126	37	-	ENSG00000186638	KIF24	347240	protein_coding	KIF24
chr9	34343417	34343467	ILMN_2349444	37	+	ENSG00000164978	NUDT2	318	protein_coding	NUDT2
chr9	34343477	34343527	ILMN_1778347	37	+	ENSG00000164978	NUDT2	318	protein_coding	NUDT2
chr9	34369288	34369338	ILMN_1741971	37	-	ENSG00000164976	KIAA1161	57462	protein_coding	KIAA1161
chr9	34382805	34382855	ILMN_1807009	37	-	ENSG00000164972	C9orf24	84688	protein_coding	C9orf24
chr9	34520898	34520948	ILMN_1745880	37	+	ENSG00000122735	DNAI1	27019	protein_coding	DNAI1
chr9	34521179	34521229	ILMN_1713835	37	-	ENSG00000168913	ENHO	375704	protein_coding	ENHO
chr9	34521219	34521269	ILMN_3247320	37	-	ENSG00000168913	ENHO	375704	protein_coding	ENHO
chr9	34551533	34551583	ILMN_1809456	37	-	ENSG00000122756	CNTFR	1271	protein_coding	CNTFR
chr9	34581142	34581192	ILMN_1725910	37	-	ENSG00000122756	CNTFR	1271	protein_coding	CNTFR
chr9	34613805	34613855	ILMN_1762281	37	-	ENSG00000137100	DCTN3	11258	protein_coding	DCTN3
chr9	34614131	34614181	ILMN_1786984	37	-	ENSG00000137100	DCTN3	11258	protein_coding	DCTN3
chr9	34622056	34622106	ILMN_1757626	37	-	ENSG00000205143	ARID3C	138715	protein_coding	ARID3C
chr9	34634915	34634965	ILMN_2398489	37	-	ENSG00000147955	SIGMAR1	10280	protein_coding	SIGMAR1
chr9	34635026	34635076	ILMN_1717925	37	-	ENSG00000147955	SIGMAR1	10280	protein_coding	SIGMAR1
chr9	34635129	34635179	ILMN_3229733	37	-	ENSG00000147955	SIGMAR1	10280	protein_coding	SIGMAR1
chr9	34635200	34635250	ILMN_3306742	37	-	ENSG00000147955	SIGMAR1	10280	protein_coding	SIGMAR1
chr9	34647706	34647756	ILMN_1697760	37	+	ENSG00000213930	GALT	2592	protein_coding	GALT
chr9	34650393	34650443	ILMN_1657475	37	+	ENSG00000213930	GALT	2592	protein_coding	GALT
chr9	34660526	34660576	ILMN_1720024	37	+	ENSG00000137070	IL11RA	3590	protein_coding	IL11RA
chr9	34660686	34660736	ILMN_1653459	37	+	ENSG00000137070	IL11RA	3590	protein_coding	IL11RA
chr9	34661777	34661827	ILMN_1664912	37	+	ENSG00000137070	IL11RA	3590	protein_coding	IL11RA
chr9	34709244	34709294	ILMN_1677505	37	-	ENSG00000137077	CCL21	6366	protein_coding	CCL21
chr9	34982212	34982262	ILMN_3246625	37	+	ENSG00000122733	KIAA1045	23349	protein_coding	KIAA1045
chr9	34990695	34990745	ILMN_1671235	37	+	ENSG00000137094	DNAJB5	25822	protein_coding	DNAJB5
chr9	34992893	34992943	ILMN_1724221	37	+	ENSG00000137094	DNAJB5	25822	protein_coding	DNAJB5
chr9	34998054	34998104	ILMN_1794056	37	+	ENSG00000137094	DNAJB5	25822	protein_coding	DNAJB5
chr9	34998099	34998149	ILMN_1663722	37	+	ENSG00000137094	DNAJB5	25822	protein_coding	DNAJB5
chr9	35045658	35045708	ILMN_2365667	37	+	ENSG00000174038	C9orf131	138724	protein_coding	C9orf131
chr9	35045892	35045942	ILMN_1705735	37	+	ENSG00000174038	C9orf131	138724	protein_coding	C9orf131
chr9	35056716	35056766	ILMN_1777220	37	-	ENSG00000165280	VCP	7415	protein_coding	VCP
chr9	35073949	35073999	ILMN_1758728	37	-	ENSG00000221829	FANCG	2189	protein_coding	FANCG
chr9	35088959	35089009	ILMN_1653613	37	-	ENSG00000165282	PIGO	84720	protein_coding	PIGO
chr9	35089120	35089170	ILMN_2379931	37	-	ENSG00000165282	PIGO	84720	protein_coding	PIGO
chr9	35091330	35091380	ILMN_1673395	37	-	ENSG00000165282	PIGO	84720	protein_coding	PIGO
chr9	35100003	35100053	ILMN_1663002	37	-	ENSG00000165283	STOML2	30968	protein_coding	STOML2
chr9	35148912	35148962	ILMN_1691705	37	-	ENSG00000197360	ZNF98	148198	protein_coding	ZNF98
chr9	35405063	35405113	ILMN_1669747	37	+	ENSG00000198722	UNC13B	10497	protein_coding	UNC13B
chr9	35561716	35561766	ILMN_1810037	37	+	ENSG00000198853	RUSC2	9853	protein_coding	RUSC2
chr9	35562905	35562955	ILMN_3240534	37	-	ENSG00000215187	FAM166B	730112	protein_coding	FAM166B
chr9	35609745	35609795	ILMN_1791067	37	+	ENSG00000107140	TESK1	7016	protein_coding	TESK1
chr9	35610249	35610299	ILMN_1723004	37	-	ENSG00000137101	CD72	971	protein_coding	CD72
chr9	35649529	35649579	ILMN_1788531	37	-	ENSG00000137078	SIT1	27240	protein_coding	SIT1
chr9	35657851	35657901	ILMN_3242405	37	-	ENSG00000269900	RMRP	6023	lincRNA	RMRP
chr9	35680756	35680806	ILMN_1725139	37	+	ENSG00000107159	CA9	768	protein_coding	CA9
chr9	35682073	35682123	ILMN_1789196	37	-	ENSG00000198467	TPM2	7169	protein_coding	TPM2
chr9	35682976	35683026	ILMN_1789624	37	-	ENSG00000198467	TPM2	7169	protein_coding	TPM2
chr9	35697374	35697424	ILMN_1696643	37	-	ENSG00000137076	TLN1	7094	protein_coding	TLN1
chr9	35736712	35736762	ILMN_1703072	37	+	ENSG00000107175	CREB3	10488	protein_coding	CREB3
chr9	35737057	35737107	ILMN_1674560	37	-	ENSG00000070610	GBA2	57704	protein_coding	GBA2
chr9	35752691	35752741	ILMN_2270607	37	+	ENSG00000107185	RGP1	9827	protein_coding	RGP1
chr9	35753655	35753705	ILMN_2115135	37	-	ENSG00000215183	MSMP	692094	protein_coding	MSMP
chr9	35772230	35772280	ILMN_1880446	37	+	ENSG00000227388	NA		lincRNA	RP11-112J3.16
chr9	35808140	35808190	ILMN_1754370	37	-	ENSG00000137098	SPAG8	26206	protein_coding	SPAG8
chr9	35808692	35808742	ILMN_1681994	37	+	ENSG00000159899	NPR2	4882	protein_coding	NPR2
chr9	35809151	35809201	ILMN_1808898	37	+	ENSG00000159899	NPR2	4882	protein_coding	NPR2
chr9	35809735	35809785	ILMN_1676907	37	-	ENSG00000137098	SPAG8	26206	protein_coding	SPAG8
chr9	35846015	35846065	ILMN_2318459	37	+	ENSG00000137103	TMEM8B	51754	protein_coding	TMEM8B
chr9	35869729	35869779	ILMN_1753884	37	-	ENSG00000168828	OR13J1	392309	protein_coding	OR13J1
chr9	35906884	35906934	ILMN_2189675	37	+	ENSG00000196196	HRCT1	646962	protein_coding	HRCT1
chr9	35957450	35957500	ILMN_1801748	37	-	ENSG00000122718	OR2S2	56656	protein_coding	OR2S2
chr9	36123682	36123732	ILMN_1688630	37	+	ENSG00000122707	RECK	8434	protein_coding	RECK
chr9	36124324	36124374	ILMN_2067269	37	+	ENSG00000122707	RECK	8434	protein_coding	RECK
chr9	36163797	36163847	ILMN_1652631	37	+	ENSG00000122694	GLIPR2	152007	protein_coding	GLIPR2
chr9	36171004	36171054	ILMN_1660963	37	+	ENSG00000185972	CCIN	881	protein_coding	CCIN
chr9	36211654	36211704	ILMN_1695420	37	+	ENSG00000122705	CLTA	1211	protein_coding	CLTA
chr9	36211753	36211803	ILMN_2345837	37	+	ENSG00000122705	CLTA	1211	protein_coding	CLTA
chr9	36214674	36214724	ILMN_1729417	37	-	ENSG00000159921	GNE	10020	protein_coding	GNE
chr9	36336677	36336727	ILMN_1793616	37	-	ENSG00000137075	RNF38	152006	protein_coding	RNF38
chr9	36338019	36338069	ILMN_2353327	37	-	ENSG00000137075	RNF38	152006	protein_coding	RNF38
chr9	36401131	36401181	ILMN_2273882	37	-	ENSG00000137075	RNF38	152006	protein_coding	RNF38
chr9	36677222	36677272	ILMN_1731184	37	+	ENSG00000165304	MELK	9833	protein_coding	MELK
chr9	36677335	36677385	ILMN_2212909	37	+	ENSG00000165304	MELK	9833	protein_coding	MELK
chr9	36838907	36838957	ILMN_1687052	37	-	ENSG00000196092	PAX5	5079	protein_coding	PAX5
chr9	37357951	37358001	ILMN_1744980	37	+	ENSG00000147905	ZCCHC7	84186	protein_coding	ZCCHC7
chr9	37436769	37436819	ILMN_1664798	37	+	ENSG00000137106	GRHPR	9380	protein_coding	GRHPR
chr9	37438460	37438510	ILMN_1757262	37	-	ENSG00000168795	ZBTB5	9925	protein_coding	ZBTB5
chr9	37503182	37503232	ILMN_1678934	37	+	ENSG00000137054	POLR1E	64425	protein_coding	POLR1E
chr9	37503600	37503650	ILMN_2110167	37	+	ENSG00000137054	POLR1E	64425	protein_coding	POLR1E
chr9	37511136	37511186	ILMN_2089616	37	-	ENSG00000147912	FBXO10	26267	protein_coding	FBXO10
chr9	37521713	37521763	ILMN_1716952	37	-	ENSG00000147912	FBXO10	26267	protein_coding	FBXO10
chr9	37592457	37592507	ILMN_1808661	37	-	ENSG00000175768	TOMM5	401505	protein_coding	TOMM5
chr9	37746632	37746682	ILMN_1754580	37	+	ENSG00000070601	FRMPD1	22844	protein_coding	FRMPD1
chr9	37780607	37780657	ILMN_1708936	37	-	ENSG00000107371	EXOSC3	51010	protein_coding	EXOSC3
chr9	37781993	37782043	ILMN_1734194	37	-	ENSG00000107371	EXOSC3	51010	protein_coding	EXOSC3
chr9	37867590	37867640	ILMN_3235917	37	+	ENSG00000122741	DCAF10	79269	protein_coding	DCAF10
chr9	37919833	37919883	ILMN_1732612	37	-	ENSG00000107338	SHB	6461	protein_coding	SHB
chr9	38398026	38398076	ILMN_1675398	37	+	ENSG00000137124	ALDH1B1	219	protein_coding	ALDH1B1
chr9	38398150	38398200	ILMN_2150894	37	+	ENSG00000137124	ALDH1B1	219	protein_coding	ALDH1B1
chr9	38413265	38413315	ILMN_1677158	37	-	ENSG00000137142	IGFBPL1	347252	protein_coding	IGFBPL1
chr9	38504116	38504166	ILMN_1824807	37	-	ENSG00000237487	NA		pseudogene	VN1R48P
chr9	38578087	38578137	ILMN_3190486	37	-	ENSG00000180071	ANKRD18A	253650	protein_coding	ANKRD18A
chr9	71002419	71002469	ILMN_1803278	37	+	ENSG00000154330	PGM5	5239	protein_coding	PGM5
chr9	71145630	71145680	ILMN_2271149	37	+	ENSG00000154330	PGM5	5239	protein_coding	PGM5
chr9	71145727	71145777	ILMN_1781388	37	+	ENSG00000154330	PGM5	5239	protein_coding	PGM5
chr9	71145730	71145780	ILMN_1709590	37	+	ENSG00000154330	PGM5	5239	protein_coding	PGM5
chr9	71146147	71146197	ILMN_1728337	37	+	ENSG00000154330	PGM5	5239	protein_coding	PGM5
chr9	71397922	71397972	ILMN_1723353	37	+	ENSG00000187866	FAM122A	116224	protein_coding	FAM122A
chr9	71398278	71398328	ILMN_2117885	37	+	ENSG00000187866	FAM122A	116224	protein_coding	FAM122A
chr9	71581550	71581600	ILMN_1738757	37	+	ENSG00000107242	PIP5K1B	8395	protein_coding	PIP5K1B
chr9	71623376	71623426	ILMN_1736654	37	+	ENSG00000107242	PIP5K1B	8395	protein_coding	PIP5K1B
chr9	71627665	71627715	ILMN_1808368	37	-	ENSG00000165059	PRKACG	5568	protein_coding	PRKACG
chr9	71688163	71688213	ILMN_2342515	37	+	ENSG00000165060	FXN	2395	protein_coding	FXN
chr9	71688525	71688575	ILMN_1774826	37	+	ENSG00000165060	FXN	2395	protein_coding	FXN
chr9	71866079	71866129	ILMN_1763972	37	+	ENSG00000119139	TJP2	9414	protein_coding	TJP2
chr9	71869321	71869371	ILMN_2384561	37	+	ENSG00000119139	TJP2	9414	protein_coding	TJP2
chr9	71869421	71869471	ILMN_1664978	37	+	ENSG00000119139	TJP2	9414	protein_coding	TJP2
chr9	72045354	72045404	ILMN_2182656	37	-	ENSG00000107282	APBA1	320	protein_coding	APBA1
chr9	72045744	72045794	ILMN_1668285	37	-	ENSG00000107282	APBA1	320	protein_coding	APBA1
chr9	72288180	72288230	ILMN_1863668	37	+	ENSG00000261447	NA		lincRNA	RP11-109D9.4
chr9	72324628	72324678	ILMN_3237679	37	-	ENSG00000188647	PTAR1	375743	protein_coding	PTAR1
chr9	72472838	72472888	ILMN_1699537	37	+	ENSG00000204711	C9orf135	138255	protein_coding	C9orf135
chr9	72841565	72841615	ILMN_1679391	37	+	ENSG00000165072	MAMDC2	256691	protein_coding	MAMDC2
chr9	72999837	72999887	ILMN_1778523	37	-	ENSG00000119138	KLF9	687	protein_coding	KLF9
chr9	73399085	73399135	ILMN_2302983	37	-	ENSG00000083067	TRPM3	80036	protein_coding	TRPM3
chr9	73424908	73424958	ILMN_3308738	37	-	ENSG00000207935	MIR204	406987	miRNA	MIR204
chr9	73442816	73442866	ILMN_1815938	37	-	ENSG00000083067	TRPM3	80036	protein_coding	TRPM3
chr9	73736408	73736458	ILMN_1740622	37	-	ENSG00000083067	TRPM3	80036	protein_coding	TRPM3
chr9	74204465	74204515	ILMN_1756360	37	+	ENSG00000182899	RPL35A	6165	protein_coding	RPL35A
chr9	74298660	74298710	ILMN_1784661	37	-	ENSG00000135048	TMEM2	23670	protein_coding	TMEM2
chr9	74561936	74561986	ILMN_1806758	37	+	ENSG00000155621	C9orf85	138241	protein_coding	C9orf85
chr9	74586464	74586514	ILMN_1678477	37	+	ENSG00000155621	C9orf85	138241	protein_coding	C9orf85
chr9	74666629	74666679	ILMN_1772890	37	-	ENSG00000204669	C9orf57	138240	protein_coding	C9orf57
